,UF,regiao,data,perm_media
1620,Rondônia,Norte,2013-02-01,4.7
1621,Acre,Norte,2013-02-01,5.0
1622,Amazonas,Norte,2013-02-01,5.0
1623,Roraima,Norte,2013-02-01,4.9
1624,Pará,Norte,2013-02-01,3.8
1625,Amapá,Norte,2013-02-01,5.7
1626,Tocantins,Norte,2013-02-01,4.4
1627,Maranhão,Nordeste,2013-02-01,4.6
1628,Piauí,Nordeste,2013-02-01,4.5
1629,Ceará,Nordeste,2013-02-01,5.4
1630,Rio Grande do Norte,Nordeste,2013-02-01,5.9
1631,Paraíba,Nordeste,2013-02-01,5.9
1632,Pernambuco,Nordeste,2013-02-01,5.6
1633,Alagoas,Nordeste,2013-02-01,5.7
1634,Sergipe,Nordeste,2013-02-01,5.0
1635,Bahia,Nordeste,2013-02-01,4.7
1636,Minas Gerais,Sudeste,2013-02-01,5.5
1637,Espírito Santo,Sudeste,2013-02-01,5.5
1638,Rio de Janeiro,Sudeste,2013-02-01,8.6
1639,São Paulo,Sudeste,2013-02-01,6.1
1640,Paraná,Sul,2013-02-01,5.0
1641,Santa Catarina,Sul,2013-02-01,5.2
1642,Rio Grande do Sul,Sul,2013-02-01,6.4
1643,Mato Grosso do Sul,Centro-Oeste,2013-02-01,4.8
1644,Mato Grosso,Centro-Oeste,2013-02-01,4.4
1645,Goiás,Centro-Oeste,2013-02-01,5.0
1646,Distrito Federal,Centro-Oeste,2013-02-01,6.3
1647,Rondônia,Norte,2013-03-01,4.5
1648,Acre,Norte,2013-03-01,4.9
1649,Amazonas,Norte,2013-03-01,4.9
1650,Roraima,Norte,2013-03-01,4.7
1651,Pará,Norte,2013-03-01,3.7
1652,Amapá,Norte,2013-03-01,5.3
1653,Tocantins,Norte,2013-03-01,4.2
1654,Maranhão,Nordeste,2013-03-01,4.3
1655,Piauí,Nordeste,2013-03-01,4.2
1656,Ceará,Nordeste,2013-03-01,5.2
1657,Rio Grande do Norte,Nordeste,2013-03-01,5.2
1658,Paraíba,Nordeste,2013-03-01,5.4
1659,Pernambuco,Nordeste,2013-03-01,5.6
1660,Alagoas,Nordeste,2013-03-01,5.6
1661,Sergipe,Nordeste,2013-03-01,4.6
1662,Bahia,Nordeste,2013-03-01,4.6
1663,Minas Gerais,Sudeste,2013-03-01,6.0
1664,Espírito Santo,Sudeste,2013-03-01,5.4
1665,Rio de Janeiro,Sudeste,2013-03-01,8.1
1666,São Paulo,Sudeste,2013-03-01,5.9
1667,Paraná,Sul,2013-03-01,4.9
1668,Santa Catarina,Sul,2013-03-01,5.0
1669,Rio Grande do Sul,Sul,2013-03-01,6.3
1670,Mato Grosso do Sul,Centro-Oeste,2013-03-01,4.8
1671,Mato Grosso,Centro-Oeste,2013-03-01,4.3
1672,Goiás,Centro-Oeste,2013-03-01,4.9
1673,Distrito Federal,Centro-Oeste,2013-03-01,6.1
1674,Rondônia,Norte,2013-04-01,4.4
1675,Acre,Norte,2013-04-01,4.8
1676,Amazonas,Norte,2013-04-01,5.0
1677,Roraima,Norte,2013-04-01,4.8
1678,Pará,Norte,2013-04-01,3.8
1679,Amapá,Norte,2013-04-01,5.5
1680,Tocantins,Norte,2013-04-01,4.1
1681,Maranhão,Nordeste,2013-04-01,4.3
1682,Piauí,Nordeste,2013-04-01,4.3
1683,Ceará,Nordeste,2013-04-01,5.2
1684,Rio Grande do Norte,Nordeste,2013-04-01,5.5
1685,Paraíba,Nordeste,2013-04-01,5.4
1686,Pernambuco,Nordeste,2013-04-01,5.6
1687,Alagoas,Nordeste,2013-04-01,5.7
1688,Sergipe,Nordeste,2013-04-01,4.6
1689,Bahia,Nordeste,2013-04-01,4.8
1690,Minas Gerais,Sudeste,2013-04-01,5.3
1691,Espírito Santo,Sudeste,2013-04-01,5.3
1692,Rio de Janeiro,Sudeste,2013-04-01,8.7
1693,São Paulo,Sudeste,2013-04-01,5.6
1694,Paraná,Sul,2013-04-01,4.9
1695,Santa Catarina,Sul,2013-04-01,5.2
1696,Rio Grande do Sul,Sul,2013-04-01,6.2
1697,Mato Grosso do Sul,Centro-Oeste,2013-04-01,4.9
1698,Mato Grosso,Centro-Oeste,2013-04-01,4.3
1699,Goiás,Centro-Oeste,2013-04-01,4.9
1700,Distrito Federal,Centro-Oeste,2013-04-01,6.4
1701,Rondônia,Norte,2013-05-01,4.6
1702,Acre,Norte,2013-05-01,4.6
1703,Amazonas,Norte,2013-05-01,5.1
1704,Roraima,Norte,2013-05-01,4.8
1705,Pará,Norte,2013-05-01,3.9
1706,Amapá,Norte,2013-05-01,5.7
1707,Tocantins,Norte,2013-05-01,3.8
1708,Maranhão,Nordeste,2013-05-01,4.4
1709,Piauí,Nordeste,2013-05-01,4.2
1710,Ceará,Nordeste,2013-05-01,5.2
1711,Rio Grande do Norte,Nordeste,2013-05-01,5.1
1712,Paraíba,Nordeste,2013-05-01,5.5
1713,Pernambuco,Nordeste,2013-05-01,5.4
1714,Alagoas,Nordeste,2013-05-01,5.3
1715,Sergipe,Nordeste,2013-05-01,4.6
1716,Bahia,Nordeste,2013-05-01,4.7
1717,Minas Gerais,Sudeste,2013-05-01,5.4
1718,Espírito Santo,Sudeste,2013-05-01,5.3
1719,Rio de Janeiro,Sudeste,2013-05-01,8.9
1720,São Paulo,Sudeste,2013-05-01,5.8
1721,Paraná,Sul,2013-05-01,4.9
1722,Santa Catarina,Sul,2013-05-01,5.3
1723,Rio Grande do Sul,Sul,2013-05-01,6.3
1724,Mato Grosso do Sul,Centro-Oeste,2013-05-01,4.8
1725,Mato Grosso,Centro-Oeste,2013-05-01,4.5
1726,Goiás,Centro-Oeste,2013-05-01,4.8
1727,Distrito Federal,Centro-Oeste,2013-05-01,6.6
1728,Rondônia,Norte,2013-06-01,4.5
1729,Acre,Norte,2013-06-01,4.7
1730,Amazonas,Norte,2013-06-01,4.9
1731,Roraima,Norte,2013-06-01,4.8
1732,Pará,Norte,2013-06-01,3.8
1733,Amapá,Norte,2013-06-01,5.4
1734,Tocantins,Norte,2013-06-01,3.9
1735,Maranhão,Nordeste,2013-06-01,4.4
1736,Piauí,Nordeste,2013-06-01,4.3
1737,Ceará,Nordeste,2013-06-01,5.4
1738,Rio Grande do Norte,Nordeste,2013-06-01,5.5
1739,Paraíba,Nordeste,2013-06-01,5.3
1740,Pernambuco,Nordeste,2013-06-01,5.6
1741,Alagoas,Nordeste,2013-06-01,5.2
1742,Sergipe,Nordeste,2013-06-01,4.7
1743,Bahia,Nordeste,2013-06-01,4.5
1744,Minas Gerais,Sudeste,2013-06-01,5.3
1745,Espírito Santo,Sudeste,2013-06-01,5.4
1746,Rio de Janeiro,Sudeste,2013-06-01,8.2
1747,São Paulo,Sudeste,2013-06-01,5.8
1748,Paraná,Sul,2013-06-01,4.8
1749,Santa Catarina,Sul,2013-06-01,5.2
1750,Rio Grande do Sul,Sul,2013-06-01,6.3
1751,Mato Grosso do Sul,Centro-Oeste,2013-06-01,4.8
1752,Mato Grosso,Centro-Oeste,2013-06-01,4.5
1753,Goiás,Centro-Oeste,2013-06-01,4.7
1754,Distrito Federal,Centro-Oeste,2013-06-01,6.3
1755,Rondônia,Norte,2013-07-01,4.5
1756,Acre,Norte,2013-07-01,4.9
1757,Amazonas,Norte,2013-07-01,4.9
1758,Roraima,Norte,2013-07-01,4.9
1759,Pará,Norte,2013-07-01,3.9
1760,Amapá,Norte,2013-07-01,5.3
1761,Tocantins,Norte,2013-07-01,4.0
1762,Maranhão,Nordeste,2013-07-01,4.4
1763,Piauí,Nordeste,2013-07-01,4.4
1764,Ceará,Nordeste,2013-07-01,5.2
1765,Rio Grande do Norte,Nordeste,2013-07-01,5.4
1766,Paraíba,Nordeste,2013-07-01,5.6
1767,Pernambuco,Nordeste,2013-07-01,5.6
1768,Alagoas,Nordeste,2013-07-01,5.4
1769,Sergipe,Nordeste,2013-07-01,4.6
1770,Bahia,Nordeste,2013-07-01,4.7
1771,Minas Gerais,Sudeste,2013-07-01,5.5
1772,Espírito Santo,Sudeste,2013-07-01,5.4
1773,Rio de Janeiro,Sudeste,2013-07-01,8.2
1774,São Paulo,Sudeste,2013-07-01,5.9
1775,Paraná,Sul,2013-07-01,4.9
1776,Santa Catarina,Sul,2013-07-01,5.2
1777,Rio Grande do Sul,Sul,2013-07-01,6.3
1778,Mato Grosso do Sul,Centro-Oeste,2013-07-01,4.8
1779,Mato Grosso,Centro-Oeste,2013-07-01,4.5
1780,Goiás,Centro-Oeste,2013-07-01,5.2
1781,Distrito Federal,Centro-Oeste,2013-07-01,6.5
1782,Rondônia,Norte,2013-08-01,4.6
1783,Acre,Norte,2013-08-01,4.6
1784,Amazonas,Norte,2013-08-01,4.8
1785,Roraima,Norte,2013-08-01,4.7
1786,Pará,Norte,2013-08-01,3.8
1787,Amapá,Norte,2013-08-01,5.2
1788,Tocantins,Norte,2013-08-01,3.8
1789,Maranhão,Nordeste,2013-08-01,4.3
1790,Piauí,Nordeste,2013-08-01,4.4
1791,Ceará,Nordeste,2013-08-01,5.3
1792,Rio Grande do Norte,Nordeste,2013-08-01,5.7
1793,Paraíba,Nordeste,2013-08-01,5.6
1794,Pernambuco,Nordeste,2013-08-01,5.5
1795,Alagoas,Nordeste,2013-08-01,5.3
1796,Sergipe,Nordeste,2013-08-01,4.7
1797,Bahia,Nordeste,2013-08-01,4.8
1798,Minas Gerais,Sudeste,2013-08-01,5.5
1799,Espírito Santo,Sudeste,2013-08-01,5.4
1800,Rio de Janeiro,Sudeste,2013-08-01,8.7
1801,São Paulo,Sudeste,2013-08-01,5.7
1802,Paraná,Sul,2013-08-01,5.0
1803,Santa Catarina,Sul,2013-08-01,5.1
1804,Rio Grande do Sul,Sul,2013-08-01,6.3
1805,Mato Grosso do Sul,Centro-Oeste,2013-08-01,5.0
1806,Mato Grosso,Centro-Oeste,2013-08-01,4.4
1807,Goiás,Centro-Oeste,2013-08-01,4.9
1808,Distrito Federal,Centro-Oeste,2013-08-01,6.3
1809,Rondônia,Norte,2013-09-01,4.6
1810,Acre,Norte,2013-09-01,4.5
1811,Amazonas,Norte,2013-09-01,4.8
1812,Roraima,Norte,2013-09-01,4.6
1813,Pará,Norte,2013-09-01,3.6
1814,Amapá,Norte,2013-09-01,5.0
1815,Tocantins,Norte,2013-09-01,3.8
1816,Maranhão,Nordeste,2013-09-01,4.2
1817,Piauí,Nordeste,2013-09-01,4.2
1818,Ceará,Nordeste,2013-09-01,5.2
1819,Rio Grande do Norte,Nordeste,2013-09-01,5.5
1820,Paraíba,Nordeste,2013-09-01,5.5
1821,Pernambuco,Nordeste,2013-09-01,5.4
1822,Alagoas,Nordeste,2013-09-01,5.3
1823,Sergipe,Nordeste,2013-09-01,4.4
1824,Bahia,Nordeste,2013-09-01,4.5
1825,Minas Gerais,Sudeste,2013-09-01,5.3
1826,Espírito Santo,Sudeste,2013-09-01,5.2
1827,Rio de Janeiro,Sudeste,2013-09-01,8.1
1828,São Paulo,Sudeste,2013-09-01,5.8
1829,Paraná,Sul,2013-09-01,4.9
1830,Santa Catarina,Sul,2013-09-01,5.0
1831,Rio Grande do Sul,Sul,2013-09-01,6.2
1832,Mato Grosso do Sul,Centro-Oeste,2013-09-01,4.8
1833,Mato Grosso,Centro-Oeste,2013-09-01,4.3
1834,Goiás,Centro-Oeste,2013-09-01,5.0
1835,Distrito Federal,Centro-Oeste,2013-09-01,6.1
1836,Rondônia,Norte,2013-10-01,4.6
1837,Acre,Norte,2013-10-01,4.8
1838,Amazonas,Norte,2013-10-01,4.9
1839,Roraima,Norte,2013-10-01,5.0
1840,Pará,Norte,2013-10-01,3.7
1841,Amapá,Norte,2013-10-01,5.1
1842,Tocantins,Norte,2013-10-01,3.7
1843,Maranhão,Nordeste,2013-10-01,4.4
1844,Piauí,Nordeste,2013-10-01,4.3
1845,Ceará,Nordeste,2013-10-01,5.3
1846,Rio Grande do Norte,Nordeste,2013-10-01,5.5
1847,Paraíba,Nordeste,2013-10-01,5.3
1848,Pernambuco,Nordeste,2013-10-01,5.6
1849,Alagoas,Nordeste,2013-10-01,5.5
1850,Sergipe,Nordeste,2013-10-01,4.6
1851,Bahia,Nordeste,2013-10-01,4.5
1852,Minas Gerais,Sudeste,2013-10-01,5.3
1853,Espírito Santo,Sudeste,2013-10-01,5.2
1854,Rio de Janeiro,Sudeste,2013-10-01,8.3
1855,São Paulo,Sudeste,2013-10-01,7.5
1856,Paraná,Sul,2013-10-01,4.9
1857,Santa Catarina,Sul,2013-10-01,5.1
1858,Rio Grande do Sul,Sul,2013-10-01,6.3
1859,Mato Grosso do Sul,Centro-Oeste,2013-10-01,4.8
1860,Mato Grosso,Centro-Oeste,2013-10-01,4.7
1861,Goiás,Centro-Oeste,2013-10-01,4.9
1862,Distrito Federal,Centro-Oeste,2013-10-01,6.5
1863,Rondônia,Norte,2013-11-01,4.6
1864,Acre,Norte,2013-11-01,4.6
1865,Amazonas,Norte,2013-11-01,4.8
1866,Roraima,Norte,2013-11-01,5.0
1867,Pará,Norte,2013-11-01,3.7
1868,Amapá,Norte,2013-11-01,5.0
1869,Tocantins,Norte,2013-11-01,3.9
1870,Maranhão,Nordeste,2013-11-01,4.3
1871,Piauí,Nordeste,2013-11-01,4.4
1872,Ceará,Nordeste,2013-11-01,5.3
1873,Rio Grande do Norte,Nordeste,2013-11-01,5.6
1874,Paraíba,Nordeste,2013-11-01,5.6
1875,Pernambuco,Nordeste,2013-11-01,5.6
1876,Alagoas,Nordeste,2013-11-01,5.2
1877,Sergipe,Nordeste,2013-11-01,4.5
1878,Bahia,Nordeste,2013-11-01,4.5
1879,Minas Gerais,Sudeste,2013-11-01,5.2
1880,Espírito Santo,Sudeste,2013-11-01,5.5
1881,Rio de Janeiro,Sudeste,2013-11-01,7.7
1882,São Paulo,Sudeste,2013-11-01,6.0
1883,Paraná,Sul,2013-11-01,4.9
1884,Santa Catarina,Sul,2013-11-01,5.0
1885,Rio Grande do Sul,Sul,2013-11-01,6.2
1886,Mato Grosso do Sul,Centro-Oeste,2013-11-01,4.6
1887,Mato Grosso,Centro-Oeste,2013-11-01,4.5
1888,Goiás,Centro-Oeste,2013-11-01,4.8
1889,Distrito Federal,Centro-Oeste,2013-11-01,6.8
1890,Rondônia,Norte,2013-12-01,4.4
1891,Acre,Norte,2013-12-01,4.4
1892,Amazonas,Norte,2013-12-01,4.7
1893,Roraima,Norte,2013-12-01,4.9
1894,Pará,Norte,2013-12-01,3.7
1895,Amapá,Norte,2013-12-01,4.5
1896,Tocantins,Norte,2013-12-01,4.0
1897,Maranhão,Nordeste,2013-12-01,4.4
1898,Piauí,Nordeste,2013-12-01,4.1
1899,Ceará,Nordeste,2013-12-01,5.4
1900,Rio Grande do Norte,Nordeste,2013-12-01,5.7
1901,Paraíba,Nordeste,2013-12-01,5.7
1902,Pernambuco,Nordeste,2013-12-01,5.6
1903,Alagoas,Nordeste,2013-12-01,4.9
1904,Sergipe,Nordeste,2013-12-01,4.4
1905,Bahia,Nordeste,2013-12-01,4.6
1906,Minas Gerais,Sudeste,2013-12-01,5.2
1907,Espírito Santo,Sudeste,2013-12-01,5.5
1908,Rio de Janeiro,Sudeste,2013-12-01,7.9
1909,São Paulo,Sudeste,2013-12-01,5.9
1910,Paraná,Sul,2013-12-01,4.8
1911,Santa Catarina,Sul,2013-12-01,4.8
1912,Rio Grande do Sul,Sul,2013-12-01,6.1
1913,Mato Grosso do Sul,Centro-Oeste,2013-12-01,4.6
1914,Mato Grosso,Centro-Oeste,2013-12-01,4.3
1915,Goiás,Centro-Oeste,2013-12-01,4.6
1916,Distrito Federal,Centro-Oeste,2013-12-01,6.8
1917,Rondônia,Norte,2014-01-01,4.5
1918,Acre,Norte,2014-01-01,5.3
1919,Amazonas,Norte,2014-01-01,5.2
1920,Roraima,Norte,2014-01-01,4.9
1921,Pará,Norte,2014-01-01,3.9
1922,Amapá,Norte,2014-01-01,5.1
1923,Tocantins,Norte,2014-01-01,3.9
1924,Maranhão,Nordeste,2014-01-01,4.6
1925,Piauí,Nordeste,2014-01-01,4.7
1926,Ceará,Nordeste,2014-01-01,5.5
1927,Rio Grande do Norte,Nordeste,2014-01-01,5.8
1928,Paraíba,Nordeste,2014-01-01,5.8
1929,Pernambuco,Nordeste,2014-01-01,5.9
1930,Alagoas,Nordeste,2014-01-01,17.4
1931,Sergipe,Nordeste,2014-01-01,4.8
1932,Bahia,Nordeste,2014-01-01,4.8
1933,Minas Gerais,Sudeste,2014-01-01,5.5
1934,Espírito Santo,Sudeste,2014-01-01,5.4
1935,Rio de Janeiro,Sudeste,2014-01-01,10.4
1936,São Paulo,Sudeste,2014-01-01,6.8
1937,Paraná,Sul,2014-01-01,5.1
1938,Santa Catarina,Sul,2014-01-01,5.2
1939,Rio Grande do Sul,Sul,2014-01-01,6.2
1940,Mato Grosso do Sul,Centro-Oeste,2014-01-01,4.9
1941,Mato Grosso,Centro-Oeste,2014-01-01,4.6
1942,Goiás,Centro-Oeste,2014-01-01,4.7
1943,Distrito Federal,Centro-Oeste,2014-01-01,6.8
1944,Rondônia,Norte,2014-02-01,4.5
1945,Acre,Norte,2014-02-01,5.0
1946,Amazonas,Norte,2014-02-01,5.2
1947,Roraima,Norte,2014-02-01,5.1
1948,Pará,Norte,2014-02-01,3.8
1949,Amapá,Norte,2014-02-01,5.5
1950,Tocantins,Norte,2014-02-01,4.0
1951,Maranhão,Nordeste,2014-02-01,4.7
1952,Piauí,Nordeste,2014-02-01,4.3
1953,Ceará,Nordeste,2014-02-01,5.4
1954,Rio Grande do Norte,Nordeste,2014-02-01,6.4
1955,Paraíba,Nordeste,2014-02-01,5.4
1956,Pernambuco,Nordeste,2014-02-01,5.6
1957,Alagoas,Nordeste,2014-02-01,5.7
1958,Sergipe,Nordeste,2014-02-01,4.3
1959,Bahia,Nordeste,2014-02-01,4.6
1960,Minas Gerais,Sudeste,2014-02-01,5.1
1961,Espírito Santo,Sudeste,2014-02-01,5.3
1962,Rio de Janeiro,Sudeste,2014-02-01,8.1
1963,São Paulo,Sudeste,2014-02-01,5.9
1964,Paraná,Sul,2014-02-01,4.9
1965,Santa Catarina,Sul,2014-02-01,5.0
1966,Rio Grande do Sul,Sul,2014-02-01,6.1
1967,Mato Grosso do Sul,Centro-Oeste,2014-02-01,4.7
1968,Mato Grosso,Centro-Oeste,2014-02-01,4.4
1969,Goiás,Centro-Oeste,2014-02-01,4.7
1970,Distrito Federal,Centro-Oeste,2014-02-01,6.4
1971,Rondônia,Norte,2014-03-01,4.4
1972,Acre,Norte,2014-03-01,4.7
1973,Amazonas,Norte,2014-03-01,5.2
1974,Roraima,Norte,2014-03-01,5.2
1975,Pará,Norte,2014-03-01,3.8
1976,Amapá,Norte,2014-03-01,5.1
1977,Tocantins,Norte,2014-03-01,3.9
1978,Maranhão,Nordeste,2014-03-01,4.6
1979,Piauí,Nordeste,2014-03-01,4.4
1980,Ceará,Nordeste,2014-03-01,5.5
1981,Rio Grande do Norte,Nordeste,2014-03-01,5.8
1982,Paraíba,Nordeste,2014-03-01,5.4
1983,Pernambuco,Nordeste,2014-03-01,5.6
1984,Alagoas,Nordeste,2014-03-01,5.8
1985,Sergipe,Nordeste,2014-03-01,4.5
1986,Bahia,Nordeste,2014-03-01,4.6
1987,Minas Gerais,Sudeste,2014-03-01,5.3
1988,Espírito Santo,Sudeste,2014-03-01,5.3
1989,Rio de Janeiro,Sudeste,2014-03-01,8.5
1990,São Paulo,Sudeste,2014-03-01,5.6
1991,Paraná,Sul,2014-03-01,4.9
1992,Santa Catarina,Sul,2014-03-01,5.2
1993,Rio Grande do Sul,Sul,2014-03-01,6.2
1994,Mato Grosso do Sul,Centro-Oeste,2014-03-01,4.8
1995,Mato Grosso,Centro-Oeste,2014-03-01,4.4
1996,Goiás,Centro-Oeste,2014-03-01,4.5
1997,Distrito Federal,Centro-Oeste,2014-03-01,6.5
1998,Rondônia,Norte,2014-04-01,4.3
1999,Acre,Norte,2014-04-01,4.7
2000,Amazonas,Norte,2014-04-01,5.3
2001,Roraima,Norte,2014-04-01,5.1
2002,Pará,Norte,2014-04-01,3.9
2003,Amapá,Norte,2014-04-01,5.3
2004,Tocantins,Norte,2014-04-01,4.1
2005,Maranhão,Nordeste,2014-04-01,4.5
2006,Piauí,Nordeste,2014-04-01,4.5
2007,Ceará,Nordeste,2014-04-01,5.5
2008,Rio Grande do Norte,Nordeste,2014-04-01,6.0
2009,Paraíba,Nordeste,2014-04-01,5.6
2010,Pernambuco,Nordeste,2014-04-01,5.6
2011,Alagoas,Nordeste,2014-04-01,5.8
2012,Sergipe,Nordeste,2014-04-01,4.3
2013,Bahia,Nordeste,2014-04-01,4.7
2014,Minas Gerais,Sudeste,2014-04-01,5.1
2015,Espírito Santo,Sudeste,2014-04-01,5.1
2016,Rio de Janeiro,Sudeste,2014-04-01,7.8
2017,São Paulo,Sudeste,2014-04-01,5.6
2018,Paraná,Sul,2014-04-01,4.9
2019,Santa Catarina,Sul,2014-04-01,5.1
2020,Rio Grande do Sul,Sul,2014-04-01,6.3
2021,Mato Grosso do Sul,Centro-Oeste,2014-04-01,4.7
2022,Mato Grosso,Centro-Oeste,2014-04-01,4.5
2023,Goiás,Centro-Oeste,2014-04-01,4.6
2024,Distrito Federal,Centro-Oeste,2014-04-01,6.5
2025,Rondônia,Norte,2014-05-01,4.4
2026,Acre,Norte,2014-05-01,4.5
2027,Amazonas,Norte,2014-05-01,4.9
2028,Roraima,Norte,2014-05-01,4.9
2029,Pará,Norte,2014-05-01,3.9
2030,Amapá,Norte,2014-05-01,5.1
2031,Tocantins,Norte,2014-05-01,4.2
2032,Maranhão,Nordeste,2014-05-01,4.4
2033,Piauí,Nordeste,2014-05-01,4.5
2034,Ceará,Nordeste,2014-05-01,5.4
2035,Rio Grande do Norte,Nordeste,2014-05-01,5.9
2036,Paraíba,Nordeste,2014-05-01,5.3
2037,Pernambuco,Nordeste,2014-05-01,5.5
2038,Alagoas,Nordeste,2014-05-01,5.7
2039,Sergipe,Nordeste,2014-05-01,4.4
2040,Bahia,Nordeste,2014-05-01,4.4
2041,Minas Gerais,Sudeste,2014-05-01,5.1
2042,Espírito Santo,Sudeste,2014-05-01,5.3
2043,Rio de Janeiro,Sudeste,2014-05-01,7.7
2044,São Paulo,Sudeste,2014-05-01,5.7
2045,Paraná,Sul,2014-05-01,4.8
2046,Santa Catarina,Sul,2014-05-01,5.0
2047,Rio Grande do Sul,Sul,2014-05-01,6.2
2048,Mato Grosso do Sul,Centro-Oeste,2014-05-01,4.9
2049,Mato Grosso,Centro-Oeste,2014-05-01,4.5
2050,Goiás,Centro-Oeste,2014-05-01,4.6
2051,Distrito Federal,Centro-Oeste,2014-05-01,6.5
2052,Rondônia,Norte,2014-06-01,4.4
2053,Acre,Norte,2014-06-01,4.7
2054,Amazonas,Norte,2014-06-01,5.1
2055,Roraima,Norte,2014-06-01,5.2
2056,Pará,Norte,2014-06-01,4.0
2057,Amapá,Norte,2014-06-01,5.7
2058,Tocantins,Norte,2014-06-01,4.2
2059,Maranhão,Nordeste,2014-06-01,4.5
2060,Piauí,Nordeste,2014-06-01,4.5
2061,Ceará,Nordeste,2014-06-01,5.5
2062,Rio Grande do Norte,Nordeste,2014-06-01,5.8
2063,Paraíba,Nordeste,2014-06-01,5.4
2064,Pernambuco,Nordeste,2014-06-01,5.6
2065,Alagoas,Nordeste,2014-06-01,5.8
2066,Sergipe,Nordeste,2014-06-01,4.5
2067,Bahia,Nordeste,2014-06-01,4.6
2068,Minas Gerais,Sudeste,2014-06-01,5.3
2069,Espírito Santo,Sudeste,2014-06-01,5.3
2070,Rio de Janeiro,Sudeste,2014-06-01,8.5
2071,São Paulo,Sudeste,2014-06-01,5.8
2072,Paraná,Sul,2014-06-01,4.9
2073,Santa Catarina,Sul,2014-06-01,5.0
2074,Rio Grande do Sul,Sul,2014-06-01,6.3
2075,Mato Grosso do Sul,Centro-Oeste,2014-06-01,5.0
2076,Mato Grosso,Centro-Oeste,2014-06-01,4.4
2077,Goiás,Centro-Oeste,2014-06-01,4.7
2078,Distrito Federal,Centro-Oeste,2014-06-01,6.6
2079,Rondônia,Norte,2014-07-01,4.4
2080,Acre,Norte,2014-07-01,4.5
2081,Amazonas,Norte,2014-07-01,5.1
2082,Roraima,Norte,2014-07-01,5.0
2083,Pará,Norte,2014-07-01,4.0
2084,Amapá,Norte,2014-07-01,5.4
2085,Tocantins,Norte,2014-07-01,4.3
2086,Maranhão,Nordeste,2014-07-01,4.5
2087,Piauí,Nordeste,2014-07-01,4.7
2088,Ceará,Nordeste,2014-07-01,5.5
2089,Rio Grande do Norte,Nordeste,2014-07-01,6.0
2090,Paraíba,Nordeste,2014-07-01,5.5
2091,Pernambuco,Nordeste,2014-07-01,5.6
2092,Alagoas,Nordeste,2014-07-01,5.5
2093,Sergipe,Nordeste,2014-07-01,4.8
2094,Bahia,Nordeste,2014-07-01,4.5
2095,Minas Gerais,Sudeste,2014-07-01,5.3
2096,Espírito Santo,Sudeste,2014-07-01,5.2
2097,Rio de Janeiro,Sudeste,2014-07-01,7.5
2098,São Paulo,Sudeste,2014-07-01,6.4
2099,Paraná,Sul,2014-07-01,4.9
2100,Santa Catarina,Sul,2014-07-01,5.0
2101,Rio Grande do Sul,Sul,2014-07-01,6.3
2102,Mato Grosso do Sul,Centro-Oeste,2014-07-01,4.8
2103,Mato Grosso,Centro-Oeste,2014-07-01,4.3
2104,Goiás,Centro-Oeste,2014-07-01,4.7
2105,Distrito Federal,Centro-Oeste,2014-07-01,6.6
2106,Rondônia,Norte,2014-08-01,4.4
2107,Acre,Norte,2014-08-01,5.0
2108,Amazonas,Norte,2014-08-01,5.0
2109,Roraima,Norte,2014-08-01,4.8
2110,Pará,Norte,2014-08-01,3.9
2111,Amapá,Norte,2014-08-01,5.2
2112,Tocantins,Norte,2014-08-01,4.3
2113,Maranhão,Nordeste,2014-08-01,4.4
2114,Piauí,Nordeste,2014-08-01,4.6
2115,Ceará,Nordeste,2014-08-01,5.5
2116,Rio Grande do Norte,Nordeste,2014-08-01,6.1
2117,Paraíba,Nordeste,2014-08-01,5.4
2118,Pernambuco,Nordeste,2014-08-01,5.5
2119,Alagoas,Nordeste,2014-08-01,5.5
2120,Sergipe,Nordeste,2014-08-01,4.8
2121,Bahia,Nordeste,2014-08-01,4.5
2122,Minas Gerais,Sudeste,2014-08-01,5.3
2123,Espírito Santo,Sudeste,2014-08-01,5.4
2124,Rio de Janeiro,Sudeste,2014-08-01,7.3
2125,São Paulo,Sudeste,2014-08-01,6.6
2126,Paraná,Sul,2014-08-01,4.7
2127,Santa Catarina,Sul,2014-08-01,5.1
2128,Rio Grande do Sul,Sul,2014-08-01,6.2
2129,Mato Grosso do Sul,Centro-Oeste,2014-08-01,5.0
2130,Mato Grosso,Centro-Oeste,2014-08-01,4.3
2131,Goiás,Centro-Oeste,2014-08-01,4.5
2132,Distrito Federal,Centro-Oeste,2014-08-01,6.3
2133,Rondônia,Norte,2014-09-01,4.3
2134,Acre,Norte,2014-09-01,4.6
2135,Amazonas,Norte,2014-09-01,4.8
2136,Roraima,Norte,2014-09-01,5.2
2137,Pará,Norte,2014-09-01,3.9
2138,Amapá,Norte,2014-09-01,5.1
2139,Tocantins,Norte,2014-09-01,4.0
2140,Maranhão,Nordeste,2014-09-01,4.3
2141,Piauí,Nordeste,2014-09-01,4.2
2142,Ceará,Nordeste,2014-09-01,5.4
2143,Rio Grande do Norte,Nordeste,2014-09-01,5.6
2144,Paraíba,Nordeste,2014-09-01,5.2
2145,Pernambuco,Nordeste,2014-09-01,5.5
2146,Alagoas,Nordeste,2014-09-01,5.6
2147,Sergipe,Nordeste,2014-09-01,4.6
2148,Bahia,Nordeste,2014-09-01,4.4
