,UF,regiao,data,valor_corrigido
471,Pernambuco,Nordeste,2009-07-01,49148679.45008524
472,Alagoas,Nordeste,2009-07-01,15808778.139714783
473,Sergipe,Nordeste,2009-07-01,8282314.311705255
474,Bahia,Nordeste,2009-07-01,71909526.89143288
475,Minas Gerais,Sudeste,2009-07-01,145230314.7690075
476,Espírito Santo,Sudeste,2009-07-01,21551210.965068154
477,Rio de Janeiro,Sudeste,2009-07-01,78013137.59791392
478,São Paulo,Sudeste,2009-07-01,312415978.3359486
479,Paraná,Sul,2009-07-01,103849769.63658118
480,Santa Catarina,Sul,2009-07-01,56225399.267376825
481,Rio Grande do Sul,Sul,2009-07-01,102725765.28351216
482,Mato Grosso do Sul,Centro-Oeste,2009-07-01,17117087.0239525
483,Mato Grosso,Centro-Oeste,2009-07-01,16662297.43168125
484,Goiás,Centro-Oeste,2009-07-01,33938249.179171346
485,Distrito Federal,Centro-Oeste,2009-07-01,20525522.049360003
486,Rondônia,Norte,2009-08-01,5290789.72379544
487,Acre,Norte,2009-08-01,2333960.3533326844
488,Amazonas,Norte,2009-08-01,12687173.74771711
489,Roraima,Norte,2009-08-01,2041662.4768781809
490,Pará,Norte,2009-08-01,39006687.21086942
491,Amapá,Norte,2009-08-01,2699235.431817953
492,Tocantins,Norte,2009-08-01,9324461.803170364
493,Maranhão,Nordeste,2009-08-01,25628393.862486906
494,Piauí,Nordeste,2009-08-01,18114155.62369993
495,Ceará,Nordeste,2009-08-01,47926448.02313525
496,Rio Grande do Norte,Nordeste,2009-08-01,17873542.92897777
497,Paraíba,Nordeste,2009-08-01,22842602.131235145
498,Pernambuco,Nordeste,2009-08-01,51805610.66043181
499,Alagoas,Nordeste,2009-08-01,16355152.584544161
500,Sergipe,Nordeste,2009-08-01,8246449.424432131
501,Bahia,Nordeste,2009-08-01,75022201.31826094
502,Minas Gerais,Sudeste,2009-08-01,143211450.60576665
503,Espírito Santo,Sudeste,2009-08-01,22301510.158383075
504,Rio de Janeiro,Sudeste,2009-08-01,74424972.73114182
505,São Paulo,Sudeste,2009-08-01,313149392.75931036
506,Paraná,Sul,2009-08-01,101208069.56843804
507,Santa Catarina,Sul,2009-08-01,54314320.082294844
508,Rio Grande do Sul,Sul,2009-08-01,98371314.86901413
509,Mato Grosso do Sul,Centro-Oeste,2009-08-01,17873690.53310443
510,Mato Grosso,Centro-Oeste,2009-08-01,17751515.432481
511,Goiás,Centro-Oeste,2009-08-01,37755223.461788446
512,Distrito Federal,Centro-Oeste,2009-08-01,21365550.71228783
513,Rondônia,Norte,2009-09-01,5104717.644487462
514,Acre,Norte,2009-09-01,1910761.8816149947
515,Amazonas,Norte,2009-09-01,12352619.43066417
516,Roraima,Norte,2009-09-01,2077742.588159741
517,Pará,Norte,2009-09-01,37663611.865047574
518,Amapá,Norte,2009-09-01,2345460.676388977
519,Tocantins,Norte,2009-09-01,8718698.862009892
520,Maranhão,Nordeste,2009-09-01,25643069.41667978
521,Piauí,Nordeste,2009-09-01,17412260.8911718
522,Ceará,Nordeste,2009-09-01,46741470.2502269
523,Rio Grande do Norte,Nordeste,2009-09-01,18902685.53302348
524,Paraíba,Nordeste,2009-09-01,22420830.175406836
525,Pernambuco,Nordeste,2009-09-01,49707594.912656605
526,Alagoas,Nordeste,2009-09-01,16278220.745997762
527,Sergipe,Nordeste,2009-09-01,8120725.163212573
528,Bahia,Nordeste,2009-09-01,71032340.69113362
529,Minas Gerais,Sudeste,2009-09-01,141393409.6903248
530,Espírito Santo,Sudeste,2009-09-01,20996048.273832567
531,Rio de Janeiro,Sudeste,2009-09-01,69786150.97028296
532,São Paulo,Sudeste,2009-09-01,310385727.02328914
533,Paraná,Sul,2009-09-01,98594790.26950043
534,Santa Catarina,Sul,2009-09-01,53245795.04603744
535,Rio Grande do Sul,Sul,2009-09-01,96107677.69408673
536,Mato Grosso do Sul,Centro-Oeste,2009-09-01,16303527.048968794
537,Mato Grosso,Centro-Oeste,2009-09-01,16509612.732495653
538,Goiás,Centro-Oeste,2009-09-01,36590866.50288613
539,Distrito Federal,Centro-Oeste,2009-09-01,19712314.728857636
540,Rondônia,Norte,2009-10-01,5363105.661296545
541,Acre,Norte,2009-10-01,3065819.1384063805
542,Amazonas,Norte,2009-10-01,12604450.815803273
543,Roraima,Norte,2009-10-01,2009620.4157994315
544,Pará,Norte,2009-10-01,38312588.30772262
545,Amapá,Norte,2009-10-01,2337885.1838109805
546,Tocantins,Norte,2009-10-01,9279561.858529352
547,Maranhão,Nordeste,2009-10-01,26048960.14946613
548,Piauí,Nordeste,2009-10-01,17518434.15602968
549,Ceará,Nordeste,2009-10-01,47236256.37812397
550,Rio Grande do Norte,Nordeste,2009-10-01,18877148.168994784
551,Paraíba,Nordeste,2009-10-01,24267175.92751295
552,Pernambuco,Nordeste,2009-10-01,50949449.41935131
553,Alagoas,Nordeste,2009-10-01,16605354.723170543
554,Sergipe,Nordeste,2009-10-01,7834567.661931107
555,Bahia,Nordeste,2009-10-01,69808412.19455178
556,Minas Gerais,Sudeste,2009-10-01,139242961.6640043
557,Espírito Santo,Sudeste,2009-10-01,20346287.64267548
558,Rio de Janeiro,Sudeste,2009-10-01,69968950.75029558
559,São Paulo,Sudeste,2009-10-01,312646961.04687166
560,Paraná,Sul,2009-10-01,99300475.45846707
561,Santa Catarina,Sul,2009-10-01,52575093.80377498
562,Rio Grande do Sul,Sul,2009-10-01,99506530.39575478
563,Mato Grosso do Sul,Centro-Oeste,2009-10-01,16605025.560254194
564,Mato Grosso,Centro-Oeste,2009-10-01,16000714.553660588
565,Goiás,Centro-Oeste,2009-10-01,35903521.665462114
566,Distrito Federal,Centro-Oeste,2009-10-01,18430593.265366428
567,Rondônia,Norte,2009-11-01,5085749.107498994
568,Acre,Norte,2009-11-01,3340789.5708696577
569,Amazonas,Norte,2009-11-01,11689333.296112219
570,Roraima,Norte,2009-11-01,2116395.634038424
571,Pará,Norte,2009-11-01,36933619.79352946
572,Amapá,Norte,2009-11-01,2149644.6704340973
573,Tocantins,Norte,2009-11-01,8934291.116093792
574,Maranhão,Nordeste,2009-11-01,25129660.78416216
575,Piauí,Nordeste,2009-11-01,17189958.612045854
576,Ceará,Nordeste,2009-11-01,44676495.91510476
577,Rio Grande do Norte,Nordeste,2009-11-01,18258724.437391695
578,Paraíba,Nordeste,2009-11-01,22101167.359533776
579,Pernambuco,Nordeste,2009-11-01,47058592.422542885
580,Alagoas,Nordeste,2009-11-01,16363472.010094898
581,Sergipe,Nordeste,2009-11-01,7658341.150707475
582,Bahia,Nordeste,2009-11-01,67842597.5969609
583,Minas Gerais,Sudeste,2009-11-01,135610710.70294565
584,Espírito Santo,Sudeste,2009-11-01,20408195.27999531
585,Rio de Janeiro,Sudeste,2009-11-01,71691250.73645006
586,São Paulo,Sudeste,2009-11-01,301909622.6814446
587,Paraná,Sul,2009-11-01,96869798.79736619
588,Santa Catarina,Sul,2009-11-01,51182862.248746045
589,Rio Grande do Sul,Sul,2009-11-01,93895623.25176203
590,Mato Grosso do Sul,Centro-Oeste,2009-11-01,15898891.376608616
591,Mato Grosso,Centro-Oeste,2009-11-01,16606162.081574906
592,Goiás,Centro-Oeste,2009-11-01,34680503.74865873
593,Distrito Federal,Centro-Oeste,2009-11-01,18411736.74351482
594,Rondônia,Norte,2009-12-01,5043855.714233874
595,Acre,Norte,2009-12-01,2991908.4975692523
596,Amazonas,Norte,2009-12-01,11178017.220739894
597,Roraima,Norte,2009-12-01,2041426.7294620872
598,Pará,Norte,2009-12-01,34942078.84436255
599,Amapá,Norte,2009-12-01,1941025.7191856743
600,Tocantins,Norte,2009-12-01,8650424.85478892
601,Maranhão,Nordeste,2009-12-01,23940904.06855222
602,Piauí,Nordeste,2009-12-01,15377980.197067857
603,Ceará,Nordeste,2009-12-01,44170274.67904271
604,Rio Grande do Norte,Nordeste,2009-12-01,17272142.972830966
605,Paraíba,Nordeste,2009-12-01,20568476.211014416
606,Pernambuco,Nordeste,2009-12-01,45163283.432398036
607,Alagoas,Nordeste,2009-12-01,15048326.181752654
608,Sergipe,Nordeste,2009-12-01,6936238.009259872
609,Bahia,Nordeste,2009-12-01,65786327.22507199
610,Minas Gerais,Sudeste,2009-12-01,132241702.2412695
611,Espírito Santo,Sudeste,2009-12-01,19345616.627743494
612,Rio de Janeiro,Sudeste,2009-12-01,63334136.07707805
613,São Paulo,Sudeste,2009-12-01,276030285.10018253
614,Paraná,Sul,2009-12-01,90989793.30356674
615,Santa Catarina,Sul,2009-12-01,49463782.57664974
616,Rio Grande do Sul,Sul,2009-12-01,90795892.6447612
617,Mato Grosso do Sul,Centro-Oeste,2009-12-01,15119174.265446099
618,Mato Grosso,Centro-Oeste,2009-12-01,15752120.701424811
619,Goiás,Centro-Oeste,2009-12-01,33453181.795890924
620,Distrito Federal,Centro-Oeste,2009-12-01,17960509.12188203
621,Rondônia,Norte,2010-01-01,5292545.71798916
622,Acre,Norte,2010-01-01,3165360.962265067
623,Amazonas,Norte,2010-01-01,12585277.731756255
624,Roraima,Norte,2010-01-01,2106461.7465652158
625,Pará,Norte,2010-01-01,36036823.027217604
626,Amapá,Norte,2010-01-01,2161918.52186355
627,Tocantins,Norte,2010-01-01,8535493.796500748
628,Maranhão,Nordeste,2010-01-01,26208673.0640406
629,Piauí,Nordeste,2010-01-01,17333425.56370427
630,Ceará,Nordeste,2010-01-01,46787048.88295173
631,Rio Grande do Norte,Nordeste,2010-01-01,17528516.10833098
632,Paraíba,Nordeste,2010-01-01,21318623.327817563
633,Pernambuco,Nordeste,2010-01-01,117186803.48945965
634,Alagoas,Nordeste,2010-01-01,15283186.60050013
635,Sergipe,Nordeste,2010-01-01,8404343.881896706
636,Bahia,Nordeste,2010-01-01,66917936.81925487
637,Minas Gerais,Sudeste,2010-01-01,136161664.2846595
638,Espírito Santo,Sudeste,2010-01-01,19518000.7256613
639,Rio de Janeiro,Sudeste,2010-01-01,80335140.46610114
640,São Paulo,Sudeste,2010-01-01,303778969.8278669
641,Paraná,Sul,2010-01-01,95656663.15133281
642,Santa Catarina,Sul,2010-01-01,48673586.552534856
643,Rio Grande do Sul,Sul,2010-01-01,94561683.36866824
644,Mato Grosso do Sul,Centro-Oeste,2010-01-01,16128685.836170575
645,Mato Grosso,Centro-Oeste,2010-01-01,16667967.762027914
646,Goiás,Centro-Oeste,2010-01-01,35143195.53278957
647,Distrito Federal,Centro-Oeste,2010-01-01,18525285.250565752
648,Rondônia,Norte,2010-02-01,5405139.097955894
649,Acre,Norte,2010-02-01,2746763.256923298
650,Amazonas,Norte,2010-02-01,11118871.206081731
651,Roraima,Norte,2010-02-01,1903104.369641278
652,Pará,Norte,2010-02-01,34687904.35310532
653,Amapá,Norte,2010-02-01,1804417.1728450062
654,Tocantins,Norte,2010-02-01,7831340.331958465
655,Maranhão,Nordeste,2010-02-01,23801538.34985623
656,Piauí,Nordeste,2010-02-01,15637752.379051575
657,Ceará,Nordeste,2010-02-01,41842647.66966445
658,Rio Grande do Norte,Nordeste,2010-02-01,15770299.278173784
659,Paraíba,Nordeste,2010-02-01,19389964.591081552
660,Pernambuco,Nordeste,2010-02-01,43508148.01394696
661,Alagoas,Nordeste,2010-02-01,13731138.23114513
662,Sergipe,Nordeste,2010-02-01,7564815.1558162235
663,Bahia,Nordeste,2010-02-01,60382512.355247185
664,Minas Gerais,Sudeste,2010-02-01,127420058.60614064
665,Espírito Santo,Sudeste,2010-02-01,17945158.31161368
666,Rio de Janeiro,Sudeste,2010-02-01,62800459.008481756
667,São Paulo,Sudeste,2010-02-01,275314403.77336705
668,Paraná,Sul,2010-02-01,91266501.82364807
669,Santa Catarina,Sul,2010-02-01,47607559.84203621
670,Rio Grande do Sul,Sul,2010-02-01,81920218.94544588
671,Mato Grosso do Sul,Centro-Oeste,2010-02-01,15052162.663155654
672,Mato Grosso,Centro-Oeste,2010-02-01,15018801.9193038
673,Goiás,Centro-Oeste,2010-02-01,30793015.073936902
674,Distrito Federal,Centro-Oeste,2010-02-01,18230200.568627547
675,Rondônia,Norte,2010-03-01,6439558.127300428
676,Acre,Norte,2010-03-01,3306123.555112083
677,Amazonas,Norte,2010-03-01,13703226.30663569
678,Roraima,Norte,2010-03-01,2363595.6789431986
679,Pará,Norte,2010-03-01,38633658.20809225
680,Amapá,Norte,2010-03-01,2309315.796619814
681,Tocantins,Norte,2010-03-01,9604351.039246913
682,Maranhão,Nordeste,2010-03-01,28828471.48851084
683,Piauí,Nordeste,2010-03-01,18566563.419291783
684,Ceará,Nordeste,2010-03-01,48772563.709351234
685,Rio Grande do Norte,Nordeste,2010-03-01,20599870.910963483
686,Paraíba,Nordeste,2010-03-01,22732292.946867716
687,Pernambuco,Nordeste,2010-03-01,53186222.00703684
688,Alagoas,Nordeste,2010-03-01,17689244.786694847
689,Sergipe,Nordeste,2010-03-01,9213307.87925912
690,Bahia,Nordeste,2010-03-01,73313360.25641587
691,Minas Gerais,Sudeste,2010-03-01,149764752.61184597
692,Espírito Santo,Sudeste,2010-03-01,23105279.01397304
693,Rio de Janeiro,Sudeste,2010-03-01,75515388.88784961
694,São Paulo,Sudeste,2010-03-01,335336643.21067274
695,Paraná,Sul,2010-03-01,108495185.36325109
696,Santa Catarina,Sul,2010-03-01,54273611.39822914
697,Rio Grande do Sul,Sul,2010-03-01,99621477.98302762
698,Mato Grosso do Sul,Centro-Oeste,2010-03-01,18086204.817290395
699,Mato Grosso,Centro-Oeste,2010-03-01,18286366.729885448
700,Goiás,Centro-Oeste,2010-03-01,37457160.33856408
701,Distrito Federal,Centro-Oeste,2010-03-01,20301048.198808547
702,Rondônia,Norte,2010-04-01,6210240.215095144
703,Acre,Norte,2010-04-01,3362681.702466085
704,Amazonas,Norte,2010-04-01,13378290.203318408
705,Roraima,Norte,2010-04-01,2234130.1767745414
706,Pará,Norte,2010-04-01,36212250.22655549
707,Amapá,Norte,2010-04-01,2326936.902078181
708,Tocantins,Norte,2010-04-01,9068845.34633582
709,Maranhão,Nordeste,2010-04-01,26591505.540839635
710,Piauí,Nordeste,2010-04-01,16475337.853228655
711,Ceará,Nordeste,2010-04-01,45922925.966032214
712,Rio Grande do Norte,Nordeste,2010-04-01,18374070.36101901
713,Paraíba,Nordeste,2010-04-01,22078721.763562903
714,Pernambuco,Nordeste,2010-04-01,50773725.661249526
715,Alagoas,Nordeste,2010-04-01,16644013.766777672
716,Sergipe,Nordeste,2010-04-01,8781488.310861943
717,Bahia,Nordeste,2010-04-01,69252389.25644408
718,Minas Gerais,Sudeste,2010-04-01,140494881.91984862
719,Espírito Santo,Sudeste,2010-04-01,20678547.37861107
720,Rio de Janeiro,Sudeste,2010-04-01,112181953.27489573
721,São Paulo,Sudeste,2010-04-01,309056019.2450677
722,Paraná,Sul,2010-04-01,99093019.33601756
723,Santa Catarina,Sul,2010-04-01,51198112.739834286
724,Rio Grande do Sul,Sul,2010-04-01,94407881.33802891
725,Mato Grosso do Sul,Centro-Oeste,2010-04-01,15950927.834842386
726,Mato Grosso,Centro-Oeste,2010-04-01,16823068.120114483
727,Goiás,Centro-Oeste,2010-04-01,34482346.02126367
728,Distrito Federal,Centro-Oeste,2010-04-01,18243132.990254793
729,Rondônia,Norte,2010-05-01,6562704.10671898
730,Acre,Norte,2010-05-01,3288938.207812289
731,Amazonas,Norte,2010-05-01,13095397.648369841
732,Roraima,Norte,2010-05-01,2559147.0230531963
733,Pará,Norte,2010-05-01,38108117.82440914
734,Amapá,Norte,2010-05-01,2152643.5726692043
735,Tocantins,Norte,2010-05-01,9413834.400542153
736,Maranhão,Nordeste,2010-05-01,27488229.14546137
737,Piauí,Nordeste,2010-05-01,17585315.070954982
738,Ceará,Nordeste,2010-05-01,49449237.834565885
739,Rio Grande do Norte,Nordeste,2010-05-01,19117245.222866587
740,Paraíba,Nordeste,2010-05-01,23134533.444313895
741,Pernambuco,Nordeste,2010-05-01,60444366.11954632
742,Alagoas,Nordeste,2010-05-01,17479391.584416408
743,Sergipe,Nordeste,2010-05-01,9711078.745472942
744,Bahia,Nordeste,2010-05-01,74417584.27216676
745,Minas Gerais,Sudeste,2010-05-01,146097090.1851987
746,Espírito Santo,Sudeste,2010-05-01,21626042.53445402
747,Rio de Janeiro,Sudeste,2010-05-01,77483946.39706871
748,São Paulo,Sudeste,2010-05-01,322785559.0024094
749,Paraná,Sul,2010-05-01,102069460.98557176
750,Santa Catarina,Sul,2010-05-01,53027153.71070549
751,Rio Grande do Sul,Sul,2010-05-01,97780401.1551552
752,Mato Grosso do Sul,Centro-Oeste,2010-05-01,17200782.720314138
753,Mato Grosso,Centro-Oeste,2010-05-01,17466727.527258787
754,Goiás,Centro-Oeste,2010-05-01,42525905.86791486
755,Distrito Federal,Centro-Oeste,2010-05-01,19333267.786820818
756,Rondônia,Norte,2010-06-01,5969611.419371274
757,Acre,Norte,2010-06-01,3001162.612854176
758,Amazonas,Norte,2010-06-01,12225633.164996915
759,Roraima,Norte,2010-06-01,2421197.982813575
760,Pará,Norte,2010-06-01,36096711.36498872
761,Amapá,Norte,2010-06-01,2278256.194927895
762,Tocantins,Norte,2010-06-01,8386221.581466146
763,Maranhão,Nordeste,2010-06-01,26477216.10703723
764,Piauí,Nordeste,2010-06-01,16233622.501915138
765,Ceará,Nordeste,2010-06-01,44680871.47656988
766,Rio Grande do Norte,Nordeste,2010-06-01,16708691.953894412
767,Paraíba,Nordeste,2010-06-01,20588431.529775873
768,Pernambuco,Nordeste,2010-06-01,48337901.13978909
769,Alagoas,Nordeste,2010-06-01,15288897.537334364
770,Sergipe,Nordeste,2010-06-01,7679712.343905308
771,Bahia,Nordeste,2010-06-01,63630283.14208677
772,Minas Gerais,Sudeste,2010-06-01,138109306.1820009
773,Espírito Santo,Sudeste,2010-06-01,20615383.93536265
774,Rio de Janeiro,Sudeste,2010-06-01,71180343.90747459
775,São Paulo,Sudeste,2010-06-01,312608030.1935062
776,Paraná,Sul,2010-06-01,100139069.36271916
777,Santa Catarina,Sul,2010-06-01,52544880.216007285
778,Rio Grande do Sul,Sul,2010-06-01,95733541.80056834
779,Mato Grosso do Sul,Centro-Oeste,2010-06-01,17128467.46752943
780,Mato Grosso,Centro-Oeste,2010-06-01,15831843.951542078
781,Goiás,Centro-Oeste,2010-06-01,34248680.58960569
782,Distrito Federal,Centro-Oeste,2010-06-01,18641362.188612677
783,Rondônia,Norte,2010-07-01,6330753.151455297
784,Acre,Norte,2010-07-01,2938907.502293438
785,Amazonas,Norte,2010-07-01,12098088.826660613
786,Roraima,Norte,2010-07-01,2436781.1940092575
787,Pará,Norte,2010-07-01,34832280.317617044
788,Amapá,Norte,2010-07-01,2269458.378120731
789,Tocantins,Norte,2010-07-01,9109964.980273541
790,Maranhão,Nordeste,2010-07-01,27000537.426002476
791,Piauí,Nordeste,2010-07-01,15777617.07804921
792,Ceará,Nordeste,2010-07-01,45749701.72000129
793,Rio Grande do Norte,Nordeste,2010-07-01,17999207.742138505
794,Paraíba,Nordeste,2010-07-01,22587163.093229778
795,Pernambuco,Nordeste,2010-07-01,47642290.17964754
796,Alagoas,Nordeste,2010-07-01,15365947.3496866
797,Sergipe,Nordeste,2010-07-01,8685795.020092895
798,Bahia,Nordeste,2010-07-01,68569455.3079491
799,Minas Gerais,Sudeste,2010-07-01,143266610.89089215
800,Espírito Santo,Sudeste,2010-07-01,21719903.857332736
801,Rio de Janeiro,Sudeste,2010-07-01,74761200.25668103
802,São Paulo,Sudeste,2010-07-01,312169952.3118232
803,Paraná,Sul,2010-07-01,101530051.92375003
804,Santa Catarina,Sul,2010-07-01,53840973.2658829
805,Rio Grande do Sul,Sul,2010-07-01,99378367.1950475
806,Mato Grosso do Sul,Centro-Oeste,2010-07-01,16021561.429699779
807,Mato Grosso,Centro-Oeste,2010-07-01,16676654.848420149
808,Goiás,Centro-Oeste,2010-07-01,34443363.63824031
809,Distrito Federal,Centro-Oeste,2010-07-01,18906741.221797302
810,Rondônia,Norte,2010-08-01,6069501.233661548
811,Acre,Norte,2010-08-01,3158608.402343612
812,Amazonas,Norte,2010-08-01,12378301.56144993
813,Roraima,Norte,2010-08-01,2647082.4736817586
814,Pará,Norte,2010-08-01,37053115.37709693
815,Amapá,Norte,2010-08-01,2352205.17849879
816,Tocantins,Norte,2010-08-01,9255676.441917367
817,Maranhão,Nordeste,2010-08-01,27251407.408532787
818,Piauí,Nordeste,2010-08-01,16566346.945063764
819,Ceará,Nordeste,2010-08-01,47484513.63215109
820,Rio Grande do Norte,Nordeste,2010-08-01,18962467.207846154
821,Paraíba,Nordeste,2010-08-01,22289959.602631822
822,Pernambuco,Nordeste,2010-08-01,53786398.98026293
823,Alagoas,Nordeste,2010-08-01,16849788.23869
824,Sergipe,Nordeste,2010-08-01,9230595.2193891
825,Bahia,Nordeste,2010-08-01,71901968.18111262
826,Minas Gerais,Sudeste,2010-08-01,149317333.69916606
827,Espírito Santo,Sudeste,2010-08-01,23234564.33276462
828,Rio de Janeiro,Sudeste,2010-08-01,80207079.54585852
829,São Paulo,Sudeste,2010-08-01,348863821.4895704
830,Paraná,Sul,2010-08-01,106189073.32828721
831,Santa Catarina,Sul,2010-08-01,56273678.32647745
832,Rio Grande do Sul,Sul,2010-08-01,100451635.27555113
833,Mato Grosso do Sul,Centro-Oeste,2010-08-01,17519474.068539564
834,Mato Grosso,Centro-Oeste,2010-08-01,16675634.74930196
835,Goiás,Centro-Oeste,2010-08-01,38285247.936251126
836,Distrito Federal,Centro-Oeste,2010-08-01,20238782.13816595
837,Rondônia,Norte,2010-09-01,6313421.817753632
838,Acre,Norte,2010-09-01,3301275.955036961
839,Amazonas,Norte,2010-09-01,12657612.947046662
840,Roraima,Norte,2010-09-01,2462217.976155443
841,Pará,Norte,2010-09-01,35986155.360664725
842,Amapá,Norte,2010-09-01,2067190.5410830413
843,Tocantins,Norte,2010-09-01,8695321.154106786
844,Maranhão,Nordeste,2010-09-01,26240284.96910156
845,Piauí,Nordeste,2010-09-01,15931172.88571038
846,Ceará,Nordeste,2010-09-01,45212837.92365072
847,Rio Grande do Norte,Nordeste,2010-09-01,18499764.174768656
848,Paraíba,Nordeste,2010-09-01,21128734.972210675
849,Pernambuco,Nordeste,2010-09-01,50467648.65634986
850,Alagoas,Nordeste,2010-09-01,16132078.986089744
851,Sergipe,Nordeste,2010-09-01,8949996.378324628
852,Bahia,Nordeste,2010-09-01,67985470.05609764
853,Minas Gerais,Sudeste,2010-09-01,143444100.20733443
854,Espírito Santo,Sudeste,2010-09-01,21743124.267699894
855,Rio de Janeiro,Sudeste,2010-09-01,74227446.23389545
856,São Paulo,Sudeste,2010-09-01,308840261.7090489
857,Paraná,Sul,2010-09-01,102826295.8512734
858,Santa Catarina,Sul,2010-09-01,52539368.29107025
859,Rio Grande do Sul,Sul,2010-09-01,91417911.77251552
860,Mato Grosso do Sul,Centro-Oeste,2010-09-01,16719566.99118684
861,Mato Grosso,Centro-Oeste,2010-09-01,16161321.854259364
