,UF,regiao,data,valor_hospitalar,valor_corrigido
1148,Sergipe,Nordeste,2011-08-01,5229220.75,8336658.025143386
1149,Bahia,Nordeste,2011-08-01,49724044.32,79272299.43828885
1150,Minas Gerais,Sudeste,2011-08-01,91941576.03,146577380.12969336
1151,Espírito Santo,Sudeste,2011-08-01,15054685.6,24000854.3382397
1152,Rio de Janeiro,Sudeste,2011-08-01,46359809.55,73908885.62681666
1153,São Paulo,Sudeste,2011-08-01,198488983.84,316440031.72600657
1154,Paraná,Sul,2011-08-01,64195111.27,102342722.77452011
1155,Santa Catarina,Sul,2011-08-01,34486034.87,54979182.00419443
1156,Rio Grande do Sul,Sul,2011-08-01,60175068.09,95933789.81104368
1157,Mato Grosso do Sul,Centro-Oeste,2011-08-01,9926581.38,15825400.815946795
1158,Mato Grosso,Centro-Oeste,2011-08-01,9910166.35,15799231.239613174
1159,Goiás,Centro-Oeste,2011-08-01,22958547.29,36601544.792465
1160,Distrito Federal,Centro-Oeste,2011-08-01,12536614.06,19986431.862036884
1161,Rondônia,Norte,2011-09-01,3310876.33,5250514.864951489
1162,Acre,Norte,2011-09-01,2136917.89,3388806.475482511
1163,Amazonas,Norte,2011-09-01,7488213.87,11875097.20013339
1164,Roraima,Norte,2011-09-01,1333398.61,2114554.735637212
1165,Pará,Norte,2011-09-01,20893951.08,33134430.22292204
1166,Amapá,Norte,2011-09-01,1324136.18,2099866.0183450826
1167,Tocantins,Norte,2011-09-01,5306828.21,8415772.026842482
1168,Maranhão,Nordeste,2011-09-01,15670202.59,24850409.207400482
1169,Piauí,Nordeste,2011-09-01,9676586.7,15345502.896008763
1170,Ceará,Nordeste,2011-09-01,27204827.42,43142460.34286332
1171,Rio Grande do Norte,Nordeste,2011-09-01,11266193.01,17866361.64402358
1172,Paraíba,Nordeste,2011-09-01,12161235.0,19285753.61305275
1173,Pernambuco,Nordeste,2011-09-01,31558580.27,50046808.85329226
1174,Alagoas,Nordeste,2011-09-01,9376479.72,14869581.719102198
1175,Sergipe,Nordeste,2011-09-01,4659133.3,7388632.558631534
1176,Bahia,Nordeste,2011-09-01,43075573.03,68310898.37484762
1177,Minas Gerais,Sudeste,2011-09-01,87854540.59,139323105.22793794
1178,Espírito Santo,Sudeste,2011-09-01,13144692.16,20845357.75496371
1179,Rio de Janeiro,Sudeste,2011-09-01,42577886.78,67521648.40195389
1180,São Paulo,Sudeste,2011-09-01,187523479.73,297381937.50347483
1181,Paraná,Sul,2011-09-01,60397455.97,95780605.72734773
1182,Santa Catarina,Sul,2011-09-01,32086075.0,50883330.258804426
1183,Rio Grande do Sul,Sul,2011-09-01,55989329.48,88790029.40994978
1184,Mato Grosso do Sul,Centro-Oeste,2011-09-01,9727833.32,15426771.754543424
1185,Mato Grosso,Centro-Oeste,2011-09-01,9483795.3,15039766.888184274
1186,Goiás,Centro-Oeste,2011-09-01,22219459.89,35236473.01064802
1187,Distrito Federal,Centro-Oeste,2011-09-01,12100610.75,19189613.348640777
1188,Rondônia,Norte,2011-10-01,3445157.85,5440064.658165097
1189,Acre,Norte,2011-10-01,2100842.65,3317328.36352648
1190,Amazonas,Norte,2011-10-01,7744281.7,12228581.392589811
1191,Roraima,Norte,2011-10-01,1393228.13,2199972.0885864333
1192,Pará,Norte,2011-10-01,20792788.22,32832780.75062179
1193,Amapá,Norte,2011-10-01,1369340.03,2162251.666411666
1194,Tocantins,Norte,2011-10-01,5445192.22,8598212.05374887
1195,Maranhão,Nordeste,2011-10-01,15650087.75,24712217.25470649
1196,Piauí,Nordeste,2011-10-01,9447625.55,14918240.642626168
1197,Ceará,Nordeste,2011-10-01,28575529.18,45122091.10548692
1198,Rio Grande do Norte,Nordeste,2011-10-01,11171853.88,17640877.45900311
1199,Paraíba,Nordeste,2011-10-01,11849771.95,18711341.65667071
1200,Pernambuco,Nordeste,2011-10-01,33131273.12,52315822.91073463
1201,Alagoas,Nordeste,2011-10-01,9627571.19,15202383.186792873
1202,Sergipe,Nordeste,2011-10-01,4982241.42,7867191.184690794
1203,Bahia,Nordeste,2011-10-01,44661599.86,70522745.70684685
1204,Minas Gerais,Sudeste,2011-10-01,89433475.78,141219622.44709402
1205,Espírito Santo,Sudeste,2011-10-01,13791827.09,21777937.148462724
1206,Rio de Janeiro,Sudeste,2011-10-01,42687699.65,67405865.36675861
1207,São Paulo,Sudeste,2011-10-01,187143899.93,295508931.7606677
1208,Paraná,Sul,2011-10-01,61889022.14,97725647.62807928
1209,Santa Catarina,Sul,2011-10-01,33048510.05,52185136.16960077
1210,Rio Grande do Sul,Sul,2011-10-01,57736254.56,91168234.25860718
1211,Mato Grosso do Sul,Centro-Oeste,2011-10-01,9548772.46,15077956.323106123
1212,Mato Grosso,Centro-Oeste,2011-10-01,9843569.86,15543455.144026317
1213,Goiás,Centro-Oeste,2011-10-01,23242990.89,36701764.852586456
1214,Distrito Federal,Centro-Oeste,2011-10-01,11555247.48,18246273.80492865
1215,Rondônia,Norte,2011-11-01,3465175.86,5443368.923221034
1216,Acre,Norte,2011-11-01,2068473.78,3249320.1925253924
1217,Amazonas,Norte,2011-11-01,8185237.87,12858011.036337396
1218,Roraima,Norte,2011-11-01,1224338.78,1923286.9948904568
1219,Pará,Norte,2011-11-01,20805418.47,32682776.548664663
1220,Amapá,Norte,2011-11-01,1305959.31,2051502.8992050015
1221,Tocantins,Norte,2011-11-01,5615377.91,8821074.266469086
1222,Maranhão,Nordeste,2011-11-01,16042841.38,25201348.426817346
1223,Piauí,Nordeste,2011-11-01,9423202.3,14802702.26661598
1224,Ceará,Nordeste,2011-11-01,26866117.51,42203396.03241333
1225,Rio Grande do Norte,Nordeste,2011-11-01,10937804.33,17181957.44853032
1226,Paraíba,Nordeste,2011-11-01,11793031.5,18525415.093266502
1227,Pernambuco,Nordeste,2011-11-01,32873570.63,51640372.66571911
1228,Alagoas,Nordeste,2011-11-01,9045393.61,14209210.863824993
1229,Sergipe,Nordeste,2011-11-01,4834409.86,7594268.64818265
1230,Bahia,Nordeste,2011-11-01,41951742.68,65901074.463585086
1231,Minas Gerais,Sudeste,2011-11-01,85959178.58,135031392.41769367
1232,Espírito Santo,Sudeste,2011-11-01,13766537.97,21625553.216869168
1233,Rio de Janeiro,Sudeste,2011-11-01,39855732.9,62608498.57128409
1234,São Paulo,Sudeste,2011-11-01,179858360.97,282535563.0538096
1235,Paraná,Sul,2011-11-01,59933827.31,94148737.67155647
1236,Santa Catarina,Sul,2011-11-01,31338207.31,49228504.027703874
1237,Rio Grande do Sul,Sul,2011-11-01,55619321.68,87371175.20019487
1238,Mato Grosso do Sul,Centro-Oeste,2011-11-01,9671527.94,15192791.579893997
1239,Mato Grosso,Centro-Oeste,2011-11-01,9545420.52,14994692.193672491
1240,Goiás,Centro-Oeste,2011-11-01,21363981.83,33560211.50674899
1241,Distrito Federal,Centro-Oeste,2011-11-01,11190031.65,17578175.825532213
1242,Rondônia,Norte,2011-12-01,3201957.44,5004866.446563034
1243,Acre,Norte,2011-12-01,2080621.0,3252145.1099969735
1244,Amazonas,Norte,2011-12-01,6615772.42,10340879.922175083
1245,Roraima,Norte,2011-12-01,1189261.3,1858892.2832671804
1246,Pará,Norte,2011-12-01,19864247.66,31049103.076070957
1247,Amapá,Norte,2011-12-01,1159761.57,1812782.2984762304
1248,Tocantins,Norte,2011-12-01,5326921.3,8326322.312969888
1249,Maranhão,Nordeste,2011-12-01,15662790.49,24481953.94594239
1250,Piauí,Nordeste,2011-12-01,9016965.93,14094100.586439727
1251,Ceará,Nordeste,2011-12-01,25448708.15,39777975.78980632
1252,Rio Grande do Norte,Nordeste,2011-12-01,9694230.15,15152708.33924474
1253,Paraíba,Nordeste,2011-12-01,11144174.37,17419064.876471546
1254,Pernambuco,Nordeste,2011-12-01,31200602.63,48768558.6524952
1255,Alagoas,Nordeste,2011-12-01,8551478.11,13366513.03561901
1256,Sergipe,Nordeste,2011-12-01,5120717.94,8004013.132735264
1257,Bahia,Nordeste,2011-12-01,41540321.88,64930208.178107545
1258,Minas Gerais,Sudeste,2011-12-01,86537716.13,135264043.9284645
1259,Espírito Santo,Sudeste,2011-12-01,12849333.92,20084339.47107438
1260,Rio de Janeiro,Sudeste,2011-12-01,38605225.95,60342463.5210453
1261,São Paulo,Sudeste,2011-12-01,168079202.04,262718657.07718
1262,Paraná,Sul,2011-12-01,55384439.71,86569459.20126669
1263,Santa Catarina,Sul,2011-12-01,29605316.72,46275023.65921503
1264,Rio Grande do Sul,Sul,2011-12-01,53729911.24,83983324.25739115
1265,Mato Grosso do Sul,Centro-Oeste,2011-12-01,9249383.48,14457384.240074858
1266,Mato Grosso,Centro-Oeste,2011-12-01,8867609.06,13860646.14451352
1267,Goiás,Centro-Oeste,2011-12-01,19842273.66,31014756.293717477
1268,Distrito Federal,Centro-Oeste,2011-12-01,10484192.22,16387470.116153454
1269,Rondônia,Norte,2012-01-01,3541806.84,5505245.089681225
1270,Acre,Norte,2012-01-01,2108143.42,3276815.121656602
1271,Amazonas,Norte,2012-01-01,7636771.78,11870297.348813396
1272,Roraima,Norte,2012-01-01,1191015.61,1851267.766676454
1273,Pará,Norte,2012-01-01,20707405.45,32186775.655346222
1274,Amapá,Norte,2012-01-01,1352434.51,2102170.948795427
1275,Tocantins,Norte,2012-01-01,5320853.98,8270525.912222194
1276,Maranhão,Nordeste,2012-01-01,16810276.19,26129231.387215547
1277,Piauí,Nordeste,2012-01-01,9960243.74,15481810.674255505
1278,Ceará,Nordeste,2012-01-01,27771655.81,43167168.25255201
1279,Rio Grande do Norte,Nordeste,2012-01-01,10765945.37,16734161.562568108
1280,Paraíba,Nordeste,2012-01-01,11439385.45,17780930.305500045
1281,Pernambuco,Nordeste,2012-01-01,33205412.89,51613186.297734454
1282,Alagoas,Nordeste,2012-01-01,9446334.99,14683011.14895962
1283,Sergipe,Nordeste,2012-01-01,5454578.74,8478382.41361141
1284,Bahia,Nordeste,2012-01-01,44097207.97,68542963.69406025
1285,Minas Gerais,Sudeste,2012-01-01,96862561.29,150559351.20270965
1286,Espírito Santo,Sudeste,2012-01-01,13388363.37,20810344.84126765
1287,Rio de Janeiro,Sudeste,2012-01-01,54880401.72,85303935.45932704
1288,São Paulo,Sudeste,2012-01-01,189925076.38,295212060.22300375
1289,Paraná,Sul,2012-01-01,59103567.87,91868258.63122408
1290,Santa Catarina,Sul,2012-01-01,32356014.54,50292914.94845871
1291,Rio Grande do Sul,Sul,2012-01-01,58304061.2,90625536.94480234
1292,Mato Grosso do Sul,Centro-Oeste,2012-01-01,9838556.43,15292664.71115888
1293,Mato Grosso,Centro-Oeste,2012-01-01,9214852.55,14323203.959091123
1294,Goiás,Centro-Oeste,2012-01-01,22203659.1,34512493.41232591
1295,Distrito Federal,Centro-Oeste,2012-01-01,11755218.9,18271849.38390173
1296,Rondônia,Norte,2012-02-01,3497780.16,5412459.72335444
1297,Acre,Norte,2012-02-01,1882752.68,2913368.6462266482
1298,Amazonas,Norte,2012-02-01,6861793.93,10617929.537367772
1299,Roraima,Norte,2012-02-01,1201675.89,1859471.4526458688
1300,Pará,Norte,2012-02-01,19665292.47,30430043.79150585
1301,Amapá,Norte,2012-02-01,1303381.28,2016850.2191327414
1302,Tocantins,Norte,2012-02-01,5281175.87,8172083.544646312
1303,Maranhão,Nordeste,2012-02-01,15413088.62,23850189.992570218
1304,Piauí,Nordeste,2012-02-01,9001464.92,13928853.187470734
1305,Ceará,Nordeste,2012-02-01,24787500.71,38356141.06619399
1306,Rio Grande do Norte,Nordeste,2012-02-01,10630334.71,16449363.834132932
1307,Paraíba,Nordeste,2012-02-01,10872986.72,16824843.18699083
1308,Pernambuco,Nordeste,2012-02-01,30997972.31,47966215.4163317
1309,Alagoas,Nordeste,2012-02-01,8931232.15,13820175.105517004
1310,Sergipe,Nordeste,2012-02-01,5012692.18,7756632.289269935
1311,Bahia,Nordeste,2012-02-01,40068955.5,62002641.06953804
1312,Minas Gerais,Sudeste,2012-02-01,85981923.2,133048297.7685352
1313,Espírito Santo,Sudeste,2012-02-01,13081464.59,20242238.49902056
1314,Rio de Janeiro,Sudeste,2012-02-01,37518371.42,58055871.12616086
1315,São Paulo,Sudeste,2012-02-01,175573790.54,271682617.6332416
1316,Paraná,Sul,2012-02-01,58105457.73,89912297.30993125
1317,Santa Catarina,Sul,2012-02-01,31415676.41,48612570.1081972
1318,Rio Grande do Sul,Sul,2012-02-01,52239119.24,80834734.01313192
1319,Mato Grosso do Sul,Centro-Oeste,2012-02-01,9426822.92,14587051.512606924
1320,Mato Grosso,Centro-Oeste,2012-02-01,8815108.8,13640486.009557357
1321,Goiás,Centro-Oeste,2012-02-01,21447616.72,33188009.637216095
1322,Distrito Federal,Centro-Oeste,2012-02-01,10799343.4,16710887.625131248
1323,Rondônia,Norte,2012-03-01,3859591.73,5959811.140483282
1324,Acre,Norte,2012-03-01,2324761.76,3589794.466736905
1325,Amazonas,Norte,2012-03-01,8593169.53,13269192.981962234
1326,Roraima,Norte,2012-03-01,1303170.75,2012298.734457583
1327,Pará,Norte,2012-03-01,22334607.65,34488115.01386265
1328,Amapá,Norte,2012-03-01,1405981.74,2171054.925897063
1329,Tocantins,Norte,2012-03-01,6133866.05,9471645.131497413
1330,Maranhão,Nordeste,2012-03-01,17358717.49,26804565.124665134
1331,Piauí,Nordeste,2012-03-01,9957697.11,15376236.22427447
1332,Ceará,Nordeste,2012-03-01,28132730.92,43441320.9682244
1333,Rio Grande do Norte,Nordeste,2012-03-01,12273267.64,18951837.99945725
1334,Paraíba,Nordeste,2012-03-01,12109689.98,18699248.59917833
1335,Pernambuco,Nordeste,2012-03-01,35342463.33,54574271.431101814
1336,Alagoas,Nordeste,2012-03-01,10167448.29,15700124.735480683
1337,Sergipe,Nordeste,2012-03-01,5415985.1,8363125.064440807
1338,Bahia,Nordeste,2012-03-01,47267364.23,72988176.89176542
1339,Minas Gerais,Sudeste,2012-03-01,97800868.17,151019782.5168681
1340,Espírito Santo,Sudeste,2012-03-01,14538284.22,22449376.597111814
1341,Rio de Janeiro,Sudeste,2012-03-01,47350107.47,73115945.34968771
1342,São Paulo,Sudeste,2012-03-01,196431251.55,303320465.79620063
1343,Paraná,Sul,2012-03-01,64422720.84,99478721.12433936
1344,Santa Catarina,Sul,2012-03-01,34418105.38,53146918.69703317
1345,Rio Grande do Sul,Sul,2012-03-01,59908060.27,92507381.60377648
1346,Mato Grosso do Sul,Centro-Oeste,2012-03-01,10976236.77,16949020.196607225
1347,Mato Grosso,Centro-Oeste,2012-03-01,10330711.52,15952228.606836343
1348,Goiás,Centro-Oeste,2012-03-01,23729475.56,36642008.454172365
1349,Distrito Federal,Centro-Oeste,2012-03-01,12055567.15,18615674.514727566
1350,Rondônia,Norte,2012-04-01,3644975.87,5592619.056129703
1351,Acre,Norte,2012-04-01,2115886.78,3246482.0477510914
1352,Amazonas,Norte,2012-04-01,8112362.37,12447092.655428614
1353,Roraima,Norte,2012-04-01,1175541.89,1803676.6798384117
1354,Pará,Norte,2012-04-01,20874621.62,32028691.224644266
1355,Amapá,Norte,2012-04-01,1369325.43,2101005.813753439
1356,Tocantins,Norte,2012-04-01,5790618.89,8884757.185237177
1357,Maranhão,Nordeste,2012-04-01,17105036.34,26244879.41833071
1358,Piauí,Nordeste,2012-04-01,9438767.11,14482243.693359837
1359,Ceará,Nordeste,2012-04-01,29508005.28,45275205.796438895
1360,Rio Grande do Norte,Nordeste,2012-04-01,10833325.78,16621965.785054477
1361,Paraíba,Nordeste,2012-04-01,11707693.39,17963539.81247008
1362,Pernambuco,Nordeste,2012-04-01,33770617.97,51815487.490812436
1363,Alagoas,Nordeste,2012-04-01,9177411.14,14081235.722282305
1364,Sergipe,Nordeste,2012-04-01,5065136.61,7771623.335050008
1365,Bahia,Nordeste,2012-04-01,43847745.33,67277190.5348389
1366,Minas Gerais,Sudeste,2012-04-01,90348316.38,138624708.06316295
1367,Espírito Santo,Sudeste,2012-04-01,13363640.07,20504319.035379644
1368,Rio de Janeiro,Sudeste,2012-04-01,43180538.77,66253471.24151181
1369,São Paulo,Sudeste,2012-04-01,185167463.16,284109173.82665986
1370,Paraná,Sul,2012-04-01,62631292.2,96097469.7118496
1371,Santa Catarina,Sul,2012-04-01,34150429.06,52398245.4610767
1372,Rio Grande do Sul,Sul,2012-04-01,56254787.19,86313766.1422475
1373,Mato Grosso do Sul,Centro-Oeste,2012-04-01,9913181.32,15210154.67164149
1374,Mato Grosso,Centro-Oeste,2012-04-01,10057407.03,15431445.424419459
1375,Goiás,Centro-Oeste,2012-04-01,22602204.47,34679384.42880884
1376,Distrito Federal,Centro-Oeste,2012-04-01,11774227.81,18065625.993134025
1377,Rondônia,Norte,2012-05-01,3636820.86,5560094.766120967
1378,Acre,Norte,2012-05-01,2138989.28,3270159.1742731193
1379,Amazonas,Norte,2012-05-01,8918198.08,13634442.931521809
1380,Roraima,Norte,2012-05-01,1497563.69,2289526.0325530036
1381,Pará,Norte,2012-05-01,22085707.55,33765376.87227007
1382,Amapá,Norte,2012-05-01,1575374.38,2408485.647797088
1383,Tocantins,Norte,2012-05-01,6046978.82,9244825.792141533
1384,Maranhão,Nordeste,2012-05-01,18642723.37,28501626.18011877
1385,Piauí,Nordeste,2012-05-01,10550477.26,16129926.56267493
1386,Ceará,Nordeste,2012-05-01,29947061.39,45784080.57614428
1387,Rio Grande do Norte,Nordeste,2012-05-01,11724150.74,17924278.28482244
1388,Paraíba,Nordeste,2012-05-01,13041291.0,19937966.873782307
1389,Pernambuco,Nordeste,2012-05-01,36981152.01,56538036.2825803
1390,Alagoas,Nordeste,2012-05-01,10140164.89,15502627.130359288
1391,Sergipe,Nordeste,2012-05-01,5763045.44,8810738.83519831
1392,Bahia,Nordeste,2012-05-01,47229907.33,72206680.1359887
1393,Minas Gerais,Sudeste,2012-05-01,100837782.83,154164213.77992365
1394,Espírito Santo,Sudeste,2012-05-01,14660677.76,22413740.137082823
1395,Rio de Janeiro,Sudeste,2012-05-01,48590529.41,74286845.20237489
1396,São Paulo,Sudeste,2012-05-01,201395359.81,307900039.3768722
1397,Paraná,Sul,2012-05-01,68317361.38,104445893.28607532
1398,Santa Catarina,Sul,2012-05-01,36707851.59,56120205.354603104
1399,Rio Grande do Sul,Sul,2012-05-01,62553841.04,95634428.40769094
1400,Mato Grosso do Sul,Centro-Oeste,2012-05-01,11588249.91,17716508.498329714
1401,Mato Grosso,Centro-Oeste,2012-05-01,10899261.79,16663160.15168293
1402,Goiás,Centro-Oeste,2012-05-01,22089222.18,33770750.157515645
1403,Distrito Federal,Centro-Oeste,2012-05-01,11867201.53,18142979.17204966
1404,Rondônia,Norte,2012-06-01,3525113.67,5385011.141526595
1405,Acre,Norte,2012-06-01,2129256.71,3252681.240920172
1406,Amazonas,Norte,2012-06-01,8234906.52,12579754.161411196
1407,Roraima,Norte,2012-06-01,1336892.67,2042255.2566865843
1408,Pará,Norte,2012-06-01,19279185.06,29451142.87552976
1409,Amapá,Norte,2012-06-01,1358987.37,2076007.4181221866
1410,Tocantins,Norte,2012-06-01,5368822.23,8201485.180880894
1411,Maranhão,Nordeste,2012-06-01,16649337.06,25433751.63477541
1412,Piauí,Nordeste,2012-06-01,9735156.77,14871556.658471685
1413,Ceará,Nordeste,2012-06-01,27547592.02,42082072.7604875
1414,Rio Grande do Norte,Nordeste,2012-06-01,11147595.6,17029217.24712294
1415,Paraíba,Nordeste,2012-06-01,11718428.66,17901229.521283656
1416,Pernambuco,Nordeste,2012-06-01,33333888.89,50921297.82670514
1417,Alagoas,Nordeste,2012-06-01,9382849.82,14333367.814482648
1418,Sergipe,Nordeste,2012-06-01,5328541.28,8139951.458894199
1419,Bahia,Nordeste,2012-06-01,44054494.16,67298238.89222792
1420,Minas Gerais,Sudeste,2012-06-01,93051315.63,142146443.578728
1421,Espírito Santo,Sudeste,2012-06-01,14165530.98,21639455.998858653
1422,Rio de Janeiro,Sudeste,2012-06-01,44907106.37,68600700.79276901
1423,São Paulo,Sudeste,2012-06-01,188373259.6,287761529.6052798
1424,Paraná,Sul,2012-06-01,62397584.57,95319390.96698631
1425,Santa Catarina,Sul,2012-06-01,34601530.77,52857764.64346618
1426,Rio Grande do Sul,Sul,2012-06-01,61354868.45,93726523.7719692
1427,Mato Grosso do Sul,Centro-Oeste,2012-06-01,10125055.67,15467171.471814416
1428,Mato Grosso,Centro-Oeste,2012-06-01,9642454.31,14729943.13145401
1429,Goiás,Centro-Oeste,2012-06-01,22464735.61,34317432.819492385
1430,Distrito Federal,Centro-Oeste,2012-06-01,11636620.07,17776257.61686771
1431,Rondônia,Norte,2012-07-01,3256864.65,4953922.335867141
1432,Acre,Norte,2012-07-01,2233375.27,3397122.331880236
1433,Amazonas,Norte,2012-07-01,8472599.93,12887425.95922535
1434,Roraima,Norte,2012-07-01,1314323.0,1999178.5861423223
1435,Pará,Norte,2012-07-01,18346891.15,27906923.875914887
1436,Amapá,Norte,2012-07-01,1486254.65,2260698.8311354606
1437,Tocantins,Norte,2012-07-01,5581892.23,8490454.337609716
1438,Maranhão,Nordeste,2012-07-01,17145238.09,26079124.266896106
1439,Piauí,Nordeste,2012-07-01,10227855.09,15557293.662284503
1440,Ceará,Nordeste,2012-07-01,27781511.67,42257651.445898026
1441,Rio Grande do Norte,Nordeste,2012-07-01,12460658.25,18953545.77424093
1442,Paraíba,Nordeste,2012-07-01,12633469.89,19216404.546494126
1443,Pernambuco,Nordeste,2012-07-01,36442419.21,55431506.647797845
1444,Alagoas,Nordeste,2012-07-01,9967990.3,15162020.869021073
1445,Sergipe,Nordeste,2012-07-01,5005456.83,7613655.173344627
1446,Bahia,Nordeste,2012-07-01,46630231.16,70927891.85149956
1447,Minas Gerais,Sudeste,2012-07-01,98463733.28,149770328.2108014
1448,Espírito Santo,Sudeste,2012-07-01,15579755.41,23697913.977771822
1449,Rio de Janeiro,Sudeste,2012-07-01,45305450.21,68912805.98100252
1450,São Paulo,Sudeste,2012-07-01,196246609.46,298505024.43879265
1451,Paraná,Sul,2012-07-01,66858696.6,101696823.79453641
1452,Santa Catarina,Sul,2012-07-01,36178838.27,55030581.32657676
1453,Rio Grande do Sul,Sul,2012-07-01,63036153.71,95882464.69840968
1454,Mato Grosso do Sul,Centro-Oeste,2012-07-01,11266063.22,17136481.92989822
1455,Mato Grosso,Centro-Oeste,2012-07-01,10637301.54,16180090.779136289
1456,Goiás,Centro-Oeste,2012-07-01,21553815.79,32784883.91135532
